,owner,brand,price,kms_driven,age,power
48,1,6,37000.0,10800.0,8.0,150.0
49,1,8,97000.0,4400.0,3.0,150.0
50,1,4,40000.0,357000.0,8.0,150.0
51,1,2,90000.0,15300.0,7.0,350.0
52,1,1,60000.0,30000.0,5.0,160.0
53,2,5,21900.0,30000.0,7.0,125.0
54,1,7,40000.0,64000.0,7.0,220.0
55,2,9,475000.0,11500.0,3.0,600.0
56,1,5,34500.0,17056.0,5.0,110.0
57,1,4,25000.0,172082.0,9.0,150.0
58,1,8,30200.0,45000.0,7.0,150.0
59,1,7,65000.0,35000.0,5.0,220.0
60,1,7,25000.0,38000.0,9.0,150.0
61,1,12,935000.0,2500.0,2.0,900.0
62,2,2,107100.0,15438.0,3.0,350.0
63,1,7,80000.0,6000.0,3.0,220.0
64,1,2,88000.0,19000.0,5.0,350.0
65,1,10,94700.0,32700.0,4.0,200.0
66,1,6,12200.0,46643.0,14.0,100.0
67,1,2,106000.0,19000.0,6.0,350.0
68,1,7,29500.0,40700.0,12.0,220.0
69,1,12,290000.0,11350.0,7.0,650.0
70,1,2,110000.0,1600.0,6.0,350.0
71,1,7,27000.0,44410.0,10.0,125.0
72,1,2,65000.0,9800.0,11.0,350.0
73,1,2,150000.0,15000.0,3.0,350.0
74,2,6,55786.0,68000.0,7.0,223.0
75,1,7,45000.0,17757.0,8.0,180.0
76,1,4,146000.0,3900.0,2.0,250.0
77,1,2,115000.0,23700.0,4.0,350.0
78,1,7,30000.0,8250.0,3.0,100.0
79,1,7,93100.0,10000.0,5.0,200.0
80,2,4,82000.0,4300.0,3.0,150.0
81,1,2,260000.0,3800.0,2.0,650.0
82,1,5,38000.0,33000.0,7.0,125.0
83,2,10,130000.0,17500.0,4.0,250.0
84,1,2,118000.0,19000.0,4.0,410.0
85,1,7,14700.0,10000.0,11.0,135.0
86,1,2,85000.0,54000.0,6.0,350.0
87,1,7,40000.0,27000.0,7.0,220.0
88,1,4,50000.0,19000.0,6.0,150.0
89,1,2,71800.0,43500.0,7.0,350.0
91,1,7,75000.0,11575.0,4.0,200.0
92,1,13,1350000.0,190.0,1.0,1100.0
93,1,3,790000.0,19000.0,3.0,765.0
94,1,7,47000.0,8600.0,4.0,150.0
95,1,7,60000.0,2000.0,2.0,150.0
96,1,8,96700.0,5100.0,1.0,150.0
97,1,6,31900.0,9000.0,5.0,100.0
98,1,7,35000.0,44480.0,13.0,150.0
99,1,10,240000.0,11000.0,3.0,390.0
100,1,5,68000.0,16000.0,7.0,250.0
101,1,7,80000.0,26691.0,5.0,200.0
102,1,2,135000.0,45000.0,5.0,350.0
103,3,7,11100.0,12000.0,12.0,150.0
104,1,9,480000.0,14200.0,4.0,600.0
105,1,8,65000.0,41000.0,3.0,150.0
106,1,4,60000.0,15000.0,5.0,150.0
107,1,5,80000.0,12314.0,4.0,150.0
108,1,6,46000.0,11760.0,3.0,100.0
109,1,2,95000.0,22000.0,11.0,500.0
110,1,14,400000.0,1800.0,4.0,650.0
111,1,7,55000.0,4400.0,4.0,150.0
112,1,4,63000.0,16000.0,5.0,150.0
113,1,7,51000.0,9000.0,4.0,150.0
114,1,1,69900.0,8700.0,3.0,160.0
115,1,7,125000.0,1342.0,4.0,200.0
116,1,9,210000.0,21000.0,6.0,300.0
117,1,5,35900.0,19000.0,5.0,125.0
118,1,5,67000.0,13000.0,9.0,250.0
119,1,6,29339.0,12771.0,4.0,100.0
120,1,6,19695.0,51576.0,6.0,100.0
121,1,6,48672.0,608.0,2.0,110.0
122,1,5,40000.0,13680.0,9.0,150.0
123,1,4,500000.0,285.0,5.0,600.0
124,1,13,800000.0,3.0,3.0,1299.0
125,1,2,110000.0,24676.0,5.0,410.0
126,1,2,92500.0,11000.0,6.0,350.0
127,1,7,57000.0,28948.0,5.0,200.0
128,1,2,72500.0,10000.0,10.0,350.0
129,1,10,68000.0,16000.0,9.0,200.0
130,1,1,21500.0,10500.0,5.0,125.0
131,1,1,40000.0,20000.0,6.0,160.0
132,1,2,91000.0,18000.0,5.0,350.0
133,1,15,300000.0,3500.0,6.0,750.0
134,1,8,47000.0,70000.0,6.0,150.0
135,1,8,53000.0,18158.0,6.0,150.0
136,1,8,51000.0,39140.0,5.0,150.0
137,1,7,48000.0,27776.0,8.0,220.0
138,1,7,55000.0,32734.0,6.0,220.0
139,1,2,173300.0,14000.0,2.0,410.0
140,1,2,77000.0,13000.0,8.0,350.0
141,1,7,115000.0,5000.0,2.0,200.0
142,1,7,36000.0,39500.0,7.0,150.0
143,1,7,72000.0,29500.0,4.0,220.0
144,1,2,115000.0,14900.0,3.0,350.0
145,1,5,65000.0,2000.0,3.0,125.0
146,1,5,99000.0,4000.0,2.0,150.0
147,2,4,68500.0,68500.0,7.0,150.0
148,1,4,140000.0,2473.0,2.0,150.0
149,1,10,130000.0,9221.0,3.0,200.0
150,1,7,46000.0,37128.0,7.0,200.0
151,1,6,30000.0,16166.0,6.0,125.0
152,1,7,116000.0,11716.0,3.0,400.0
153,1,2,130000.0,8419.0,3.0,350.0
154,1,2,98000.0,13459.0,5.0,350.0
155,1,2,85000.0,14704.0,6.0,350.0
158,1,7,50000.0,9200.0,4.0,150.0
159,1,2,100000.0,30294.0,5.0,350.0
160,1,2,66000.0,19756.0,8.0,350.0
165,1,5,80000.0,12000.0,2.0,160.0
166,1,2,123600.0,7702.0,3.0,350.0
167,1,8,950000.0,312.0,3.0,1300.0
168,1,2,107000.0,17000.0,4.0,350.0
169,1,13,600000.0,16000.0,5.0,821.0
170,1,4,80000.0,3500.0,3.0,150.0
171,1,8,75000.0,11050.0,4.0,150.0
172,1,6,43778.0,948.0,2.0,125.0
173,2,10,118000.0,11200.0,5.0,200.0
174,1,4,68000.0,10407.0,5.0,150.0
175,1,7,27000.0,23000.0,8.0,125.0
176,1,6,48500.0,5500.0,2.0,100.0
177,1,6,15000.0,38000.0,15.0,223.0
178,1,10,95000.0,23000.0,5.0,200.0
179,1,10,145000.0,4500.0,4.0,200.0
180,1,4,62000.0,11227.0,3.0,150.0
181,1,6,25000.0,45000.0,9.0,100.0
182,1,13,700000.0,100.0,6.0,1198.0
183,1,2,160000.0,3500.0,3.0,500.0
184,1,7,47500.0,30000.0,5.0,220.0
185,1,4,21000.0,38000.0,9.0,150.0
186,1,4,18000.0,22000.0,12.0,125.0
187,1,6,36000.0,54560.0,8.0,223.0
188,1,4,52000.0,33150.0,6.0,150.0
189,2,15,435000.0,5550.0,7.0,883.0
190,1,1,68000.0,12077.0,5.0,200.0
191,1,7,80000.0,5000.0,4.0,220.0
192,1,2,110800.0,13300.0,6.0,500.0
193,1,1,85000.0,16000.0,2.0,160.0
194,1,2,145000.0,4000.0,2.0,350.0
195,1,7,145000.0,3000.0,3.0,400.0
196,1,2,149000.0,7000.0,3.0,350.0
197,1,6,60000.0,4000.0,2.0,100.0
198,1,2,140000.0,11000.0,4.0,350.0
199,1,10,85000.0,15000.0,7.0,200.0
200,1,7,86000.0,15000.0,3.0,220.0
201,1,2,115000.0,15500.0,4.0,350.0
202,1,8,83000.0,500.0,3.0,150.0
207,1,7,28000.0,35251.0,12.0,180.0
208,1,6,14500.0,35000.0,14.0,100.0
209,1,6,32000.0,22000.0,5.0,110.0
210,1,7,62500.0,26000.0,5.0,180.0
211,1,4,122500.0,10000.0,3.0,150.0
212,1,7,24500.0,15000.0,6.0,100.0
213,1,1,78500.0,26000.0,4.0,200.0
214,1,2,102500.0,21000.0,4.0,350.0
215,1,1,28000.0,28428.0,9.0,110.0
216,1,2,130000.0,10149.0,3.0,350.0
217,1,2,130000.0,7036.0,3.0,350.0
218,1,7,115000.0,7593.0,4.0,400.0
219,1,10,96000.0,17000.0,6.0,200.0
220,1,7,29500.0,15798.0,4.0,100.0
221,1,4,100000.0,4800.0,4.0,150.0
222,1,2,177982.0,7000.0,2.0,410.0
223,1,2,202000.0,11000.0,2.0,410.0
225,3,10,113000.0,28000.0,6.0,200.0
226,2,7,45400.0,23000.0,5.0,220.0
227,1,2,105000.0,16000.0,4.0,350.0
228,1,13,885000.0,300.0,2.0,959.0
229,1,4,30000.0,50000.0,6.0,150.0
230,1,7,22000.0,22000.0,6.0,100.0
231,1,2,115000.0,10000.0,4.0,350.0
232,1,7,55000.0,3000.0,4.0,150.0
233,1,7,20000.0,55000.0,9.0,125.0
234,1,6,56000.0,16500.0,4.0,110.0
235,1,1,28000.0,36000.0,5.0,100.0
236,1,6,44000.0,7329.0,3.0,125.0
237,1,7,190000.0,8780.0,2.0,400.0
238,1,2,78000.0,20000.0,8.0,350.0
239,1,5,18787.0,28164.0,10.0,125.0
240,1,7,51500.0,20600.0,6.0,200.0
241,1,7,54200.0,5700.0,6.0,220.0
242,1,2,175000.0,11277.0,3.0,500.0
243,1,7,48000.0,26000.0,7.0,220.0
244,1,5,40000.0,4000.0,5.0,110.0
245,1,7,102400.0,11600.0,4.0,400.0
246,1,4,65000.0,8800.0,3.0,150.0
247,1,10,170000.0,2100.0,4.0,390.0
248,1,7,12999.0,65000.0,13.0,150.0
249,1,10,87000.0,20000.0,6.0,200.0
250,2,7,45600.0,18000.0,5.0,220.0
251,1,7,42000.0,58000.0,7.0,180.0
252,1,7,47000.0,24445.0,8.0,200.0
253,1,7,31000.0,34525.0,7.0,100.0
254,1,8,72500.0,19000.0,4.0,150.0
255,1,8,80999.0,4000.0,3.0,150.0
256,1,7,85000.0,9148.0,6.0,200.0
257,1,1,60000.0,16000.0,5.0,160.0
258,1,7,148999.0,3694.0,4.0,400.0
259,1,7,49000.0,7524.0,5.0,150.0
260,1,6,30000.0,23000.0,8.0,100.0
261,1,10,140000.0,12800.0,6.0,200.0
262,1,10,237818.0,1440.0,2.0,390.0
265,2,4,23600.0,22672.0,6.0,150.0
266,1,2,100000.0,25000.0,8.0,500.0
267,1,10,160700.0,10000.0,3.0,200.0
268,1,2,78000.0,34200.0,6.0,350.0
269,1,7,45000.0,7000.0,4.0,150.0
270,1,2,60000.0,3490.0,9.0,350.0
271,1,10,150000.0,7500.0,5.0,200.0
272,1,7,37000.0,13500.0,5.0,150.0
273,1,2,125000.0,11000.0,5.0,350.0
274,1,7,70000.0,56353.0,5.0,200.0
275,1,7,40000.0,25000.0,7.0,220.0
276,1,4,62000.0,1123.0,2.0,125.0
277,1,2,280000.0,1500.0,2.0,650.0
278,1,7,44000.0,15000.0,4.0,150.0
279,1,2,85000.0,31000.0,7.0,350.0
280,1,7,51000.0,28000.0,5.0,220.0
281,1,7,75000.0,11460.0,3.0,220.0
282,1,10,160000.0,23000.0,5.0,390.0
283,1,7,106000.0,1175.0,2.0,200.0
284,3,3,599999.0,7800.0,5.0,675.0
285,1,5,85000.0,15000.0,7.0,250.0
286,1,6,31500.0,28653.0,8.0,100.0
287,2,14,150000.0,8000.0,6.0,250.0
288,1,16,210000.0,2100.0,2.0,295.0
289,1,7,50000.0,3300.0,4.0,125.0
290,1,7,29300.0,19000.0,6.0,100.0
291,1,7,35740.0,20400.0,4.0,125.0
292,1,4,24500.0,25000.0,10.0,150.0
293,1,6,45000.0,18000.0,7.0,223.0
294,1,10,210000.0,12000.0,4.0,390.0
298,1,2,71000.0,11000.0,9.0,350.0
303,2,4,80400.0,5100.0,4.0,250.0
304,1,2,135000.0,2200.0,4.0,350.0
305,1,15,350000.0,3100.0,6.0,750.0
306,1,6,57000.0,1500.0,11.0,223.0
307,1,6,76000.0,3000.0,2.0,200.0
308,1,7,42100.0,22560.0,11.0,150.0
309,1,4,73000.0,16658.0,6.0,150.0
310,1,9,366000.0,3135.0,3.0,302.0
311,2,5,61200.0,29000.0,3.0,160.0
312,1,2,82000.0,29860.0,7.0,350.0
313,1,2,120000.0,12000.0,5.0,350.0
315,1,1,80000.0,7000.0,3.0,160.0
316,1,8,81800.0,3700.0,2.0,150.0
317,1,7,45900.0,27000.0,6.0,220.0
319,1,7,86200.0,9300.0,4.0,200.0
320,1,6,40000.0,9000.0,3.0,100.0
321,1,6,10000.0,21389.0,12.0,150.0
322,1,14,155000.0,13500.0,5.0,250.0
323,1,7,46000.0,24374.0,6.0,200.0
324,1,10,215000.0,9600.0,4.0,390.0
326,1,5,23000.0,37000.0,7.0,110.0
327,2,7,55250.0,7781.0,3.0,220.0
328,1,6,58000.0,7758.0,2.0,110.0
329,1,4,66000.0,8000.0,3.0,150.0
330,1,6,55000.0,32000.0,7.0,223.0
331,1,2,89730.0,12100.0,9.0,500.0
332,1,2,108000.0,26811.0,6.0,350.0
333,1,4,314100.0,13500.0,3.0,320.0
334,1,2,125000.0,16500.0,39.0,350.0
335,1,6,18800.0,10401.0,8.0,100.0
336,2,15,417000.0,13000.0,5.0,750.0
337,1,7,105000.0,20500.0,4.0,400.0
338,1,5,20000.0,19211.0,6.0,110.0
339,1,2,88000.0,22500.0,10.0,350.0
340,1,7,47000.0,14009.0,2.0,125.0
341,1,7,95000.0,11000.0,2.0,220.0
342,1,4,108000.0,2982.0,3.0,150.0
343,1,10,186100.0,12000.0,3.0,390.0
344,1,5,81500.0,3000.0,1.0,125.0
345,1,7,20000.0,30806.0,5.0,100.0
346,2,7,15000.0,55000.0,13.0,150.0
347,1,7,39000.0,5000.0,5.0,150.0
348,1,2,102500.0,29000.0,5.0,350.0
349,1,2,87000.0,15000.0,7.0,350.0
350,1,7,118000.0,14500.0,3.0,400.0
351,1,2,131100.0,6200.0,4.0,350.0
355,1,5,42000.0,19000.0,5.0,160.0
356,1,5,45000.0,15000.0,4.0,110.0
359,1,17,255000.0,2200.0,3.0,310.0
360,1,1,78700.0,3710.0,2.0,160.0
361,2,5,62800.0,38400.0,7.0,250.0
362,1,7,35000.0,18000.0,6.0,150.0
363,1,7,33800.0,17000.0,5.0,150.0
364,3,12,125000.0,21000.0,11.0,250.0
365,1,2,146000.0,4700.0,5.0,410.0
366,1,9,569400.0,3174.0,6.0,899.0
367,1,18,1900000.0,1700.0,6.0,1800.0
368,1,12,600000.0,230.0,1.0,650.0
369,1,10,185000.0,3000.0,2.0,200.0
370,1,6,32000.0,32000.0,5.0,100.0
371,1,6,38000.0,21000.0,4.0,125.0
372,1,7,35000.0,38717.0,5.0,150.0
373,1,6,42000.0,1999.0,3.0,150.0
374,2,1,9350.0,39822.0,13.0,150.0
375,1,12,330000.0,7500.0,5.0,650.0
376,1,6,36500.0,23000.0,7.0,100.0
377,2,6,38000.0,17376.0,5.0,100.0
378,1,2,75000.0,33000.0,8.0,350.0
381,1,9,230000.0,9500.0,4.0,300.0
382,1,1,31500.0,20000.0,8.0,160.0
385,1,2,46000.0,35000.0,16.0,350.0
386,1,2,109900.0,8600.0,5.0,350.0
388,1,7,35000.0,18000.0,5.0,150.0
389,1,7,65000.0,18000.0,3.0,160.0
390,1,16,175000.0,1800.0,2.0,295.0
391,1,2,126000.0,23000.0,4.0,350.0
392,1,5,25000.0,29000.0,9.0,125.0
393,1,5,89000.0,5000.0,2.0,150.0
394,1,2,160000.0,7500.0,2.0,350.0
395,1,7,130000.0,15000.0,2.0,200.0
396,2,5,33500.0,26000.0,12.0,125.0
397,1,4,128000.0,8000.0,3.0,150.0
398,1,2,143000.0,7000.0,3.0,350.0
399,2,7,31000.0,31464.0,9.0,135.0
400,1,8,72000.0,7419.0,3.0,150.0
401,1,1,108500.0,10000.0,2.0,200.0
402,1,7,74500.0,10000.0,4.0,220.0
403,1,7,24000.0,6300.0,4.0,100.0
404,1,7,80000.0,17000.0,3.0,220.0
405,1,7,81000.0,22000.0,3.0,220.0
406,2,2,115000.0,15000.0,5.0,350.0
419,1,6,56500.0,10000.0,2.0,110.0
420,1,7,75000.0,16000.0,4.0,220.0
421,1,4,72000.0,32542.0,6.0,150.0
422,1,8,73000.0,7461.0,4.0,150.0
423,1,7,69500.0,28000.0,6.0,200.0
424,1,1,78500.0,9800.0,3.0,160.0
425,1,1,87000.0,7000.0,2.0,160.0
426,2,1,40000.0,16688.0,6.0,180.0
427,1,11,145000.0,16000.0,5.0,300.0
428,1,2,265000.0,12900.0,2.0,650.0
429,1,9,235000.0,7000.0,4.0,300.0
430,1,15,400000.0,3000.0,6.0,750.0
431,1,5,30000.0,11000.0,13.0,110.0
432,1,10,140000.0,14000.0,5.0,200.0
433,1,4,98000.0,17000.0,3.0,250.0
434,2,2,74500.0,5432.0,6.0,350.0
435,1,1,75000.0,3419.0,3.0,200.0
436,1,6,27500.0,25757.0,8.0,125.0
437,1,1,10200.0,71474.0,12.0,150.0
438,1,7,57000.0,17000.0,5.0,150.0
439,1,1,21000.0,34688.0,13.0,160.0
440,1,7,68500.0,8100.0,3.0,160.0
441,1,10,174500.0,7900.0,3.0,250.0
442,1,2,108000.0,20000.0,5.0,350.0
448,1,8,50000.0,12000.0,4.0,150.0
449,1,2,118000.0,12000.0,7.0,535.0
451,1,6,33000.0,17525.0,5.0,125.0
452,1,10,150000.0,9000.0,4.0,200.0
453,1,7,70000.0,5000.0,4.0,220.0
454,1,2,105000.0,13200.0,6.0,350.0
455,1,7,135000.0,5000.0,4.0,400.0
456,1,7,140000.0,7500.0,4.0,400.0
457,1,6,26000.0,28000.0,8.0,110.0
458,1,10,230000.0,1100.0,4.0,390.0
459,1,5,53000.0,25000.0,5.0,125.0
460,1,7,76000.0,7500.0,4.0,150.0
461,1,7,135000.0,7000.0,4.0,400.0
462,1,7,45000.0,10200.0,4.0,125.0
463,1,7,60000.0,3500.0,4.0,150.0
464,1,6,40000.0,15000.0,4.0,110.0
465,1,2,133000.0,8000.0,4.0,350.0
466,1,7,25000.0,33000.0,7.0,100.0
467,1,8,99999.0,5500.0,3.0,150.0
468,2,5,130000.0,14500.0,8.0,250.0
469,1,6,25000.0,40688.0,5.0,100.0
470,1,7,75000.0,15000.0,4.0,220.0
471,1,7,53000.0,10000.0,5.0,180.0
472,1,8,25000.0,16801.0,6.0,125.0
473,1,7,46500.0,21342.0,5.0,150.0
474,3,11,18999.0,38669.0,6.0,110.0
475,1,11,17800.0,10000.0,8.0,110.0
476,1,7,52000.0,17000.0,4.0,180.0
477,1,5,70000.0,13500.0,4.0,160.0
478,1,4,85000.0,7350.0,5.0,150.0
479,1,2,150000.0,4000.0,2.0,350.0
480,1,2,115000.0,27000.0,5.0,350.0
481,1,5,93200.0,6500.0,5.0,150.0
482,1,10,155000.0,21250.0,5.0,390.0
483,1,7,78000.0,16000.0,6.0,200.0
484,1,2,85000.0,12600.0,7.0,350.0
485,1,7,43000.0,32000.0,5.0,150.0
486,1,1,50390.0,45949.0,4.0,160.0
487,2,2,128700.0,15900.0,5.0,500.0
488,1,15,510000.0,5600.0,4.0,750.0
489,1,4,65000.0,33000.0,4.0,150.0
490,1,5,55000.0,2000.0,9.0,150.0
491,1,2,126000.0,6518.0,4.0,350.0
492,1,6,53300.0,10000.0,2.0,100.0
493,1,7,76000.0,10000.0,4.0,200.0
494,1,7,140000.0,10200.0,4.0,400.0
495,1,7,13600.0,87267.0,13.0,135.0
496,1,1,73000.0,2100.0,3.0,180.0
497,2,7,17000.0,28130.0,8.0,125.0
498,1,7,29000.0,39000.0,6.0,150.0
499,1,8,49000.0,7500.0,5.0,150.0
500,2,15,371100.0,6300.0,5.0,750.0
501,1,7,30000.0,7334.0,7.0,100.0
502,1,7,70000.0,3400.0,4.0,150.0
503,1,2,131000.0,9900.0,4.0,350.0
504,1,7,65000.0,7000.0,4.0,160.0
505,1,6,65000.0,2600.0,2.0,100.0
506,1,2,96000.0,24000.0,5.0,350.0
507,1,7,28500.0,30000.0,7.0,150.0
508,1,7,62400.0,8100.0,4.0,200.0
509,1,2,85000.0,34000.0,9.0,350.0
510,1,7,66000.0,15000.0,2.0,150.0
511,1,1,85000.0,7000.0,2.0,160.0
512,1,7,18551.0,21832.0,13.0,135.0
513,1,1,95000.0,13890.0,3.0,200.0
514,1,7,130000.0,8500.0,3.0,400.0
515,1,2,98000.0,7300.0,7.0,350.0
516,1,5,53400.0,1500.0,3.0,110.0
517,1,7,120000.0,8700.0,5.0,200.0
518,1,5,58000.0,44580.0,5.0,160.0
519,1,4,97000.0,10473.0,3.0,150.0
520,1,7,38000.0,29451.0,5.0,100.0
521,1,7,24500.0,14324.0,6.0,125.0
522,1,10,129000.0,1123.0,2.0,125.0
523,1,7,20000.0,28000.0,9.0,150.0
524,1,2,123000.0,900.0,4.0,350.0
525,1,2,62000.0,70000.0,14.0,350.0
526,1,4,82000.0,14180.0,7.0,150.0
527,1,5,24500.0,26453.0,9.0,125.0
528,1,4,59300.0,9107.0,3.0,150.0
529,1,6,41000.0,35000.0,7.0,125.0
530,1,4,80000.0,6300.0,3.0,150.0
531,2,2,93500.0,10100.0,7.0,500.0
540,1,7,43000.0,6336.0,4.0,150.0
544,1,10,150000.0,4981.0,6.0,390.0
545,1,7,22500.0,25431.0,9.0,100.0
547,1,7,69000.0,15000.0,3.0,180.0
549,1,7,75800.0,6500.0,3.0,200.0
555,1,1,30000.0,22000.0,9.0,110.0
556,1,9,225000.0,17300.0,6.0,300.0
557,1,15,355000.0,7400.0,7.0,750.0
558,1,1,58000.0,14000.0,5.0,160.0
559,1,7,60000.0,10300.0,5.0,150.0
560,1,8,75200.0,16000.0,3.0,150.0
561,1,2,130000.0,6200.0,4.0,350.0
562,1,7,26900.0,20000.0,9.0,180.0
563,1,10,145000.0,15000.0,4.0,200.0
564,1,10,154000.0,8000.0,6.0,390.0
565,1,15,350000.0,5000.0,5.0,750.0
566,1,2,105000.0,20000.0,6.0,350.0
567,1,17,260000.0,8500.0,3.0,310.0
568,1,2,89900.0,20000.0,6.0,350.0
569,1,6,25000.0,16000.0,7.0,100.0
570,1,10,220000.0,12500.0,3.0,390.0
571,1,10,150000.0,11500.0,5.0,390.0
572,2,5,60000.0,21000.0,6.0,150.0
573,1,2,110000.0,37000.0,7.0,500.0
574,1,5,42000.0,25868.0,8.0,150.0
575,1,4,106000.0,4508.0,4.0,150.0
576,1,7,34000.0,17501.0,10.0,150.0
577,1,5,55000.0,25000.0,5.0,160.0
578,1,12,526300.0,12000.0,3.0,650.0
579,1,7,41000.0,15800.0,4.0,100.0
584,1,9,785000.0,2900.0,4.0,1130.0
585,1,5,22000.0,42554.0,6.0,125.0
586,1,10,165147.0,12000.0,4.0,390.0
587,1,2,90000.0,13140.0,8.0,350.0
588,1,10,140000.0,9500.0,5.0,200.0
589,1,5,16800.0,134200.0,10.0,150.0
590,1,2,70000.0,11000.0,7.0,350.0
591,1,8,58000.0,29451.0,6.0,150.0
592,2,6,32000.0,21884.0,8.0,100.0
593,2,14,230000.0,16150.0,8.0,650.0
594,1,1,91800.0,1050.0,2.0,160.0
595,1,2,119000.0,10544.0,9.0,500.0
596,1,6,23000.0,30000.0,7.0,100.0
597,1,10,210000.0,6013.0,3.0,390.0
598,1,7,43000.0,17000.0,5.0,150.0
599,1,7,45000.0,5800.0,7.0,220.0
600,1,6,42000.0,6500.0,5.0,100.0
601,1,9,440000.0,10800.0,3.0,600.0
602,1,10,72250.0,6282.0,5.0,200.0
603,1,5,18200.0,40000.0,9.0,125.0
608,1,14,395000.0,5000.0,6.0,650.0
609,1,14,140000.0,2881.0,7.0,250.0
610,1,4,700000.0,14200.0,13.0,1000.0
611,1,6,72000.0,3490.0,3.0,200.0
612,1,4,18000.0,39859.0,11.0,150.0
613,2,13,1000000.0,4400.0,5.0,1200.0
614,1,3,750000.0,9500.0,4.0,1050.0
615,1,5,29000.0,9000.0,9.0,150.0
616,1,2,120000.0,11795.0,5.0,350.0
617,1,8,1260000.0,17000.0,4.0,1300.0
618,1,18,700000.0,172.0,3.0,1130.0
619,1,7,35000.0,26000.0,2.0,150.0
620,1,2,115000.0,14000.0,4.0,350.0
621,1,6,25000.0,20000.0,8.0,100.0
622,1,2,143500.0,5700.0,3.0,350.0
623,1,2,118000.0,10000.0,4.0,350.0
624,1,2,129500.0,6300.0,3.0,350.0
625,1,4,138000.0,7253.0,2.0,250.0
626,1,7,63000.0,19333.0,4.0,220.0
627,1,16,200000.0,1255.0,2.0,295.0
628,1,4,77500.0,45.0,3.0,150.0
629,1,2,99000.0,32158.0,6.0,350.0
630,1,7,27000.0,29858.0,4.0,100.0
631,1,7,44000.0,27000.0,6.0,220.0
632,1,7,28000.0,70251.0,13.0,150.0
633,1,4,22000.0,19000.0,9.0,150.0
634,1,7,19000.0,23420.0,10.0,100.0
635,1,10,126999.0,22000.0,5.0,200.0
636,1,1,25000.0,41000.0,8.0,100.0
637,1,7,90000.0,12500.0,3.0,200.0
638,1,5,89000.0,800.0,2.0,160.0
639,1,7,47000.0,13935.0,5.0,150.0
640,1,7,119500.0,12000.0,4.0,400.0
641,1,2,130000.0,20000.0,3.0,350.0
642,1,7,62000.0,11500.0,4.0,220.0
643,1,7,70000.0,7000.0,3.0,180.0
644,1,7,31000.0,21447.0,7.0,100.0
645,1,7,41500.0,15000.0,3.0,100.0
646,1,6,52500.0,9000.0,3.0,100.0
647,1,1,36000.0,2980.0,6.0,160.0
648,1,5,40000.0,17600.0,5.0,125.0
659,1,14,160000.0,5000.0,6.0,250.0
660,1,12,470000.0,12000.0,3.0,650.0
664,1,1,89000.0,3000.0,2.0,160.0
665,1,7,34000.0,26840.0,9.0,150.0
666,1,4,112000.0,4000.0,3.0,150.0
667,1,5,27000.0,35000.0,7.0,150.0
668,1,6,25000.0,28000.0,8.0,100.0
669,1,8,39100.0,16000.0,6.0,150.0
670,2,7,58500.0,11500.0,5.0,220.0
671,1,2,126000.0,20556.0,6.0,350.0
672,1,6,45000.0,40500.0,5.0,150.0
673,1,7,48000.0,13000.0,5.0,150.0
674,1,7,44800.0,30000.0,5.0,150.0
675,1,7,20300.0,39450.0,14.0,135.0
